carat,x,y,z,price,color_,clarity_,cut_Fair,cut_Good,cut_Ideal,cut_Premium,cut_Very Good,color_D,color_E,color_F,color_G,color_H,color_I,color_J,clarity_I1,clarity_IF,clarity_SI1,clarity_SI2,clarity_VS1,clarity_VS2,clarity_VVS1,clarity_VVS2
0.71,5.81,5.8,3.46,2974,3,5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.35,4.62,4.57,2.74,709,4,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.57,5.28,5.25,3.34,1397,2,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.56,5.29,5.25,3.3,1814,2,5,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.33,4.47,4.5,2.79,971,2,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0.83,5.98,5.94,3.76,3118,2,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1.01,6.35,6.42,3.98,5646,2,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.31,4.37,4.32,2.64,732,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.47,5.1,5.04,3.05,987,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.31,4.31,4.34,2.67,544,4,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.49,5.17,5.14,3.06,1084,3,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1.21,7.01,6.91,4.18,8870,2,5,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1.01,6.42,6.35,3.95,5260,4,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.54,5.2,5.22,3.25,1350,3,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.32,4.41,4.43,2.75,730,3,7,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.71,5.73,5.76,3.52,2965,5,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1.26,7.01,6.93,4.27,7056,4,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.3,4.27,4.29,2.67,665,3,7,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.41,4.85,4.8,2.95,1243,1,7,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.25,4.03,4.05,2.51,410,0,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.51,5.08,5.13,3.18,1794,3,7,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.5,5.1,5.13,3.18,1603,1,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1.52,7.3,7.32,4.59,12648,4,7,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0.6,5.41,5.45,3.38,2061,3,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.3,4.25,4.28,2.64,684,3,7,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2.01,8.14,8.09,4.96,15908,4,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1.01,6.43,6.37,3.92,3733,6,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0.3,4.34,4.32,2.62,810,5,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1.01,6.46,6.39,3.96,5204,4,5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.3,4.47,4.35,2.67,1208,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.58,5.32,5.36,3.33,1262,4,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1.67,7.73,7.78,4.61,11146,4,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.3,4.26,4.25,2.7,878,3,7,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1.0,6.35,6.29,4.01,4939,2,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.34,4.53,4.55,2.79,647,4,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1.0,6.22,6.13,4.0,4861,4,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.32,4.39,4.36,2.75,842,0,5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.01,6.35,6.38,4.06,6759,3,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.35,4.57,4.54,2.81,984,1,5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.55,5.25,5.28,3.26,1588,4,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1.29,6.92,6.98,4.31,5676,6,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0.26,4.19,4.24,2.46,403,0,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2.06,8.09,7.97,5.15,11854,6,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0.91,6.16,6.09,3.9,3229,4,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1.23,6.78,6.83,4.3,10113,3,6,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1.01,6.35,6.39,4.0,5411,1,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2.28,8.43,8.36,5.26,16450,6,5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1.59,7.43,7.48,4.7,12297,4,7,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0.7,5.8,5.9,3.39,2508,4,5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.7,5.73,5.61,3.48,2475,4,7,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0.5,4.92,4.88,3.24,1659,3,7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.43,4.89,4.93,2.94,1056,2,4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1.2,6.78,6.91,4.23,5083,6,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1.04,6.45,6.47,3.98,2745,5,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
0.51,5.08,5.12,3.19,1047,6,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.53,5.23,5.24,3.2,1625,3,5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1.0,6.58,6.55,3.7,3920,5,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.71,5.8,5.77,3.48,2137,2,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.34,4.48,4.46,2.77,765,1,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1.15,6.62,6.7,4.19,6831,3,5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.34,4.48,4.47,2.77,1084,3,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0.31,4.38,4.41,2.72,687,4,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1.13,6.7,6.66,4.16,5457,1,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.32,4.38,4.35,2.7,504,6,5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2.0,8.12,8.17,4.87,15053,5,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.3,4.3,4.33,2.66,650,3,7,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.81,6.06,6.09,3.69,2733,3,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.51,5.1,5.12,3.2,1875,3,7,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.52,5.23,5.2,3.2,2302,0,7,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.02,6.47,6.5,3.99,7916,2,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.37,4.6,4.63,2.83,649,3,5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.51,5.16,5.2,3.17,1986,0,5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.2,8.44,8.38,5.18,12747,4,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1.15,6.64,6.68,4.21,4767,4,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.3,4.22,4.26,2.69,368,6,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1.06,6.55,6.51,4.08,4238,3,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.39,4.69,4.72,2.92,719,1,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.52,5.14,5.18,3.19,1146,1,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.43,4.86,4.92,2.96,1207,3,6,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.7,5.7,5.8,3.47,2719,1,5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.91,6.23,6.19,3.85,4969,0,5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.3,4.3,4.33,2.68,735,3,6,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.27,4.13,4.16,2.56,439,3,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.55,5.35,5.29,3.28,1314,5,5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.72,5.73,5.76,3.52,3495,1,7,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2.0,8.12,8.15,4.94,13113,6,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1.53,7.4,7.35,4.63,10796,5,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.25,4.0,4.03,2.52,548,0,7,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.22,6.84,6.91,4.2,6012,5,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1.21,6.88,6.83,4.18,4675,6,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0.7,5.76,5.74,3.29,2000,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.72,5.79,5.76,3.53,3294,2,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.9,6.12,6.07,3.85,4715,2,5,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.33,4.44,4.47,2.71,1079,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0.3,4.32,4.35,2.66,665,4,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.41,4.76,4.78,2.98,1068,3,6,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1.0,6.37,6.44,3.91,4394,1,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.25,4.08,4.11,2.55,783,1,6,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1.0,6.34,6.3,4.0,4200,5,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.56,5.32,5.28,3.32,2463,1,7,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1.3,7.11,7.08,4.22,14068,2,6,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1.06,6.57,6.52,4.02,4405,5,5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.53,5.19,5.23,3.22,1552,5,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1.05,6.58,6.54,4.03,4116,4,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2.01,8.3,8.25,4.84,16956,4,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.54,5.25,5.28,3.23,1754,3,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.29,4.22,4.25,2.63,426,3,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.51,5.12,5.08,3.14,1971,3,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.71,5.81,5.82,3.54,3710,2,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1.26,6.98,7.07,4.23,10922,3,6,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.7,5.58,5.47,3.61,2338,3,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1.7,7.61,7.57,4.7,12992,4,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1.01,6.46,6.52,3.96,8532,2,7,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.91,6.13,6.25,3.81,3290,6,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1.0,6.38,6.33,4.05,5645,3,5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.55,5.24,5.29,3.22,1692,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.76,6.03,5.98,3.51,2706,0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.5,5.08,5.11,3.1,1171,3,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.32,4.41,4.42,2.72,814,4,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0.59,5.33,5.36,3.36,1664,1,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1.07,6.58,6.61,4.06,5602,1,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1.56,7.66,7.72,4.4,9609,5,5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.9,6.08,6.14,3.88,3697,1,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.62,5.44,5.49,3.39,1446,2,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.31,4.32,4.28,2.72,907,4,6,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.81,6.03,6.06,3.71,3355,5,5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.71,5.71,5.74,3.56,3192,0,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.3,4.3,4.34,2.68,661,0,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.23,3.92,3.94,2.47,583,2,6,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0.53,5.15,5.19,3.23,1314,4,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.6,5.32,5.28,3.35,1250,1,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1.02,6.45,6.38,4.05,7942,3,7,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.36,4.62,4.67,2.79,789,2,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1.04,6.42,6.45,4.04,9705,1,7,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.32,4.41,4.43,2.75,494,6,6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1.01,6.4,6.35,4.0,6951,3,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.4,4.73,4.76,2.93,1053,1,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.3,4.3,4.32,2.67,465,4,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2.0,8.28,8.19,4.82,14763,5,5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.44,4.97,4.91,2.95,1028,1,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.23,3.91,3.95,2.48,402,0,5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.5,5.07,5.11,3.12,1624,1,5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.42,4.85,4.84,2.95,898,4,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.35,4.57,4.51,2.75,1024,4,6,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1.51,7.33,7.24,4.56,18777,2,6,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0.9,6.14,6.19,3.75,4210,3,5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.42,4.85,4.79,2.93,984,3,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1.04,6.39,6.34,4.02,4013,2,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1.07,6.61,6.66,4.01,6441,1,5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1.07,6.52,6.6,4.1,5661,4,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1.08,6.53,6.57,4.08,7295,3,5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1.01,6.4,6.36,3.88,3577,3,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.9,6.13,6.17,3.79,4617,2,5,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1.51,7.59,7.49,4.38,10553,3,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1.16,6.69,6.72,4.18,8361,3,7,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.9,6.12,6.09,3.89,3669,3,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.31,4.39,4.43,2.71,625,3,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.53,5.16,5.19,3.22,1650,2,5,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.37,4.63,4.6,2.84,874,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.58,5.29,5.32,3.35,1234,1,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.33,4.5,4.46,2.73,743,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1.32,6.99,7.04,4.35,7162,5,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.54,5.22,5.25,3.26,2007,3,6,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.4,4.68,4.71,2.95,1066,1,7,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1.0,6.38,6.35,3.98,3276,5,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0.4,4.7,4.73,2.9,1333,1,6,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1.28,6.9,7.03,4.39,6566,2,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.57,5.31,5.33,3.29,2615,1,7,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.31,4.38,4.34,2.64,802,4,7,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0.9,6.14,6.18,3.84,5476,0,5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.32,7.03,6.99,4.35,6542,3,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.23,3.94,3.97,2.43,434,4,6,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.3,4.28,4.32,2.69,895,3,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1.02,6.55,6.51,3.97,5055,1,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1.05,6.53,6.5,4.06,8100,2,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1.5,6.96,6.85,4.84,4328,5,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0.49,5.09,5.04,3.15,1073,2,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.71,5.79,5.82,3.5,1843,6,7,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1.39,7.2,7.15,4.46,5021,2,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.73,5.89,5.84,3.49,2393,2,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1.08,6.57,6.63,4.12,7925,3,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.23,4.0,4.05,2.39,338,4,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.5,5.14,5.11,3.12,1583,3,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1.73,7.68,7.59,4.73,12058,4,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.34,4.58,4.52,2.7,727,2,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.51,5.19,5.17,3.17,2203,2,7,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.35,4.51,4.54,2.81,644,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.23,3.98,3.95,2.4,414,5,6,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.72,5.83,5.73,3.55,2476,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1.19,6.82,6.7,4.27,4665,5,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1.11,6.57,6.64,4.12,4316,6,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0.31,4.34,4.37,2.7,687,4,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1.01,6.36,6.4,3.97,4121,2,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.78,5.95,5.89,3.67,3276,1,5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.92,6.11,6.22,3.87,7150,0,7,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.34,7.18,7.12,4.35,7999,4,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1.06,6.51,6.56,4.07,4449,5,5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.4,4.81,4.76,2.89,1125,1,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.7,5.73,5.78,3.52,4114,2,7,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.35,4.47,4.51,2.82,685,0,5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.56,5.31,5.29,3.28,1803,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.7,7.63,7.67,4.71,16086,3,5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1.07,6.58,6.52,4.05,6917,3,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.42,4.76,4.79,2.97,1105,1,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.91,5.95,5.97,3.98,3837,2,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1.51,7.58,7.53,4.41,7314,6,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0.32,4.47,4.42,2.65,756,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.21,6.99,6.93,4.13,6974,4,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.34,4.52,4.45,2.82,765,3,5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1.06,6.55,6.46,4.08,5183,3,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.55,5.3,5.33,3.22,1551,1,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1.17,7.02,6.95,4.01,3866,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.4,4.7,4.72,2.95,540,4,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1.01,6.55,6.48,3.92,5050,3,5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2.46,8.66,8.57,5.37,16466,6,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1.19,6.62,6.55,4.29,2892,4,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
0.51,5.12,5.14,3.14,956,5,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0.51,5.18,5.23,3.09,2304,2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0.3,4.28,4.32,2.68,552,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.03,6.49,6.42,4.0,4974,1,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
